DATE,Energy_Consumption,TAVG,TMAX,TMIN,PRCP,Year_x,Real GDP (millions of chained 2017 dollars),Year_y,Total Employment (number of jobs),Month,Year,DayOfWeek,Energy_Consumption_Lag_1,Energy_Consumption_Lag_2,Energy_Consumption_Lag_3,Energy_Consumption_Lag_4,Energy_Consumption_Lag_5,Energy_Consumption_Lag_6,Energy_Consumption_Lag_7,Energy_Consumption_Lag_8,Energy_Consumption_Lag_9,Energy_Consumption_Lag_10,Energy_Consumption_Lag_11,Energy_Consumption_Lag_12,Energy_Consumption_Rolling_Mean
2018-03-01,0.09896344954172745,-0.4279706654926712,61.6738446636886,45.89943753629437,3.637646382952931,2018,0.23943376934750335,2018-01-01 00:00:00,0.5657938249161388,3,2018,3,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,20312.25885,22414.81919,18310.46184,19670.89409,21107.55995,17808.23003,19565.46263,19925.41141333333
2018-02-01,-1.154432347612328,-0.13715858126317684,62.43620061390525,47.85879597697577,3.1261262807097703,2018,0.23943376934750335,2018-01-01 00:00:00,0.5657938249161388,2,2018,3,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,20312.25885,22414.81919,18310.46184,19670.89409,21107.55995,17808.23003,19288.837763333333
2018-01-01,-0.27419349806132415,-0.33777277924665294,62.70077195606832,44.771659597605,5.770978848185351,2018,0.23943376934750335,2018-01-01 00:00:00,0.5657938249161388,1,2018,0,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,20312.25885,22414.81919,18310.46184,19670.89409,21107.55995,19977.525233333334
2017-12-01,-0.4761542567983845,-0.13920250604011894,62.49227807649167,42.802636956179015,4.38492804074628,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,12,2017,4,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,20312.25885,22414.81919,18310.46184,19670.89409,19435.930946666667
2017-11-01,-0.6411385956620347,-0.7941685215336857,64.73941545049775,43.379825808403965,3.745141567572319,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,11,2017,2,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,20312.25885,22414.81919,18310.46184,19919.304976666666
2017-10-01,0.0037526397996432517,-0.19356194082522793,59.46358658962113,40.32210711012298,4.042451921896686,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,10,2017,6,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,20312.25885,22414.81919,20181.049726666664
2017-09-01,1.0518342726560346,-0.34483952380073785,63.10690386518926,44.1268030743532,4.3217560194332005,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,9,2017,4,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,20312.25885,21619.972313333332
2017-08-01,1.954070307481547,-0.11286935675858666,59.66162898421271,43.57043006150467,3.817082703585637,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,8,2017,1,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,24063.907353333332
2017-07-01,1.4992198560664773,-0.4055541673764751,60.95300083501108,42.48331876772751,4.459196274136033,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,7,2017,5,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,25472.204283333336
2017-06-01,0.7151371812694335,-1.144424221753262,62.39351391574417,46.25009281155905,3.869631731762469,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,6,2017,3,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25155.133153333332
2017-05-01,-0.41719827915164215,-0.7149781153724655,63.29087392786058,43.95039021875712,3.46482772344185,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,5,2017,0,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,22922.085023333333
2017-04-01,-0.9546343133659646,-0.13943096378083578,62.308257099898,41.563824305102045,3.901578826651428,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,4,2017,5,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,20611.265196666664
2017-03-01,-0.5503974087468035,-0.9615960318936397,62.306116884685146,42.06828526085917,4.015769580155234,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,3,2017,2,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,19419.498196666664
2017-02-01,-1.1069044665800432,-0.5238798414245474,62.49333710813259,43.719521401968,4.166731257261308,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,2,2017,2,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,18769.994753333332
2017-01-01,-0.1885122712000905,-1.422203766709293,64.10260203659405,40.12197541271124,4.843655288868964,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,1,2017,6,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,19491.459796666666
2016-12-01,-0.16741496632096783,0.11098656663843401,59.62229167030643,46.30856274426024,4.254193544854705,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,12,2016,3,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,19852.118319999998
2016-11-01,-0.5268260805379417,-1.19069018710297,62.04775254729093,45.17064333301471,3.921759528337696,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,11,2016,1,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,20398.384130000002
2016-10-01,0.06305270060589221,-0.6683482062391228,65.2984598493707,43.95751585881244,4.188492905556169,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,10,2016,5,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,20635.285463333334
2016-09-01,1.0479193179138813,-0.7142389209952286,60.60455136454987,42.26270113371287,4.503869212292649,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,9,2016,3,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21779.778316666667
2016-08-01,2.0481683121885346,0.86321461481541,62.78787446875907,44.21851179093906,4.624870715579411,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,8,2016,0,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24204.677143333334
2016-07-01,0.9451292100751987,-1.4814264321294632,62.646305426347,43.31543780999897,4.402617958199295,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,7,2016,4,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,25035.33770666666
2016-06-01,0.39947587195112294,-1.2979015710214494,62.75034922339257,45.77230311888493,5.112278818071614,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,6,2016,2,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,24424.691813333335
2016-05-01,-0.651123099040609,-1.0597442933314853,60.51758890305504,39.6055965897066,4.113228185131487,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,5,2016,6,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,21882.7412
2016-04-01,-0.7369148977656461,-0.5813010136098697,63.97233095849004,45.405538999426,3.5912263825482955,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,4,2016,4,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20298.742883333336
2016-03-01,-0.35566060883162853,-0.6358124798723914,61.34520750252246,45.868624058267685,5.562811018231687,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,3,2016,1,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,19587.623056666667
2016-02-01,-0.9319353836410165,0.3833958987629122,62.321915761007,47.11089082207787,4.416508984883566,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,2,2016,0,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19323.179226666667
2016-01-01,-0.39392226114270423,0.40129036594750184,61.84051527047497,43.5472907983725,4.420001325800277,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,1,2016,4,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,19646.178936666667
2015-12-01,0.11319511880610789,-0.28724571050649533,62.21497920583966,46.063694579701,3.38726299329271,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,12,2015,1,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20087.70522
2015-11-01,-0.4762599226949935,-0.6105425600787485,61.75317567429936,43.9846752063232,4.60185900241546,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,11,2015,6,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20516.81951
2015-10-01,1.0971674236021143,-1.6574334202328391,59.03534533583345,45.22148907180772,3.8008252363547808,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,10,2015,3,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,21920.994073333335
2015-09-01,1.5273530860089544,-0.9566716331317787,64.51340784784468,42.34539578917271,3.942769621346248,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,9,2015,1,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,23252.721243333333
2015-08-01,1.1760514435338953,-0.1450344246319176,63.55477705513002,41.973408328348725,4.536495032644876,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,8,2015,5,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24808.719930000003
2015-07-01,1.4022981238919578,-0.9292741206052028,62.08682917028127,43.85595567838071,4.92877588201462,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,7,2015,2,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,25096.064663333334
2015-06-01,0.30501847506001345,-0.0865657873791189,61.11431606126654,42.17747694187825,4.284689168395429,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,6,2015,0,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23944.97953
2015-05-01,-0.6329238721635986,-0.045905048047023354,60.38809227598985,44.39875904913557,4.360893366833243,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,5,2015,4,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22241.448783333337
2015-04-01,-0.4283463108769293,-1.1486246902577932,56.33358638597037,43.275343620046215,3.150382712464766,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,4,2015,2,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,20517.512003333333
2015-03-01,-0.4689507855220431,-0.9992783878435484,59.89000532494967,42.3319886397029,4.159743628484578,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,3,2015,6,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19788.657153333334
2015-02-01,-1.0634751990300784,-1.9610527691766142,60.96856902076707,43.646093069463575,3.745888739491503,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,2,2015,6,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,19383.202520000003
2015-01-01,-0.2807010511657282,0.4265918775281297,58.400767026975934,43.0655620406526,4.375868157441852,2015,-0.8575213491251638,2015-01-01 00:00:00,-0.6204003814701996,1,2015,3,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,19522.241586666667
2014-12-01,0.031221486391061377,-1.504439678560985,61.28888329660244,44.03421545931325,4.81874437350507,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,12,2014,0,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,19993.25898333333
2014-11-01,-0.9069532642150255,-0.47439969783701763,60.22221236312592,44.92123343699397,3.921098556044084,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,11,2014,5,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,20140.657306666664
2014-10-01,1.0528562748221197,-0.6095611539333504,61.38129695627619,45.82992947495776,4.1618305908633575,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,10,2014,2,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,21396.48202
2014-09-01,1.5239002018754448,-2.6654134877486757,62.34973654295744,41.85145174430429,4.71084695034031,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,9,2014,0,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,22802.152990000002
2014-08-01,1.433433738504148,-1.5762018023230964,58.525249866901554,41.7306000055429,3.8458423862872673,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,8,2014,4,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25006.119613333332
2014-07-01,1.55953772100339,-0.8278984935718053,59.49799496538925,43.10085113975913,4.022946662852493,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,7,2014,1,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,25483.266766666668
2014-06-01,0.4955434985987729,-1.1601486232414242,55.23692472255647,42.64171315974403,4.216569106919781,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,6,2014,6,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,24514.852633333332
2014-05-01,-0.18302636629588576,-0.0707168633366634,61.322179353309046,48.48466920219903,3.537990946001594,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,5,2014,3,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22992.61545
2014-04-01,-0.48941917089233306,-0.8146869709435696,61.85462976273534,44.20871136738018,5.732302492647531,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,4,2014,1,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,21063.091573333335
2014-03-01,-0.7912639456782806,-0.7440415758054039,62.84292610261945,43.76560533790573,3.5748597997694973,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,3,2014,5,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,19851.291706666667
2014-02-01,-0.8855104603128491,-0.9506060549547117,60.57237419068339,44.24871286726,4.189087829665417,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,2,2014,5,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19189.755176666666
2014-01-01,-0.06926186469781762,-0.540691544620492,57.982663203804144,44.026609457083374,4.638380423274067,2014,-1.2794258912500212,2014-01-01 00:00:00,-1.2093752560737028,1,2014,2,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,19585.421653333335
2013-12-01,0.040139851597091325,-0.09623739957437434,62.215899885891865,44.126482953530925,3.732945366397906,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,12,2013,6,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20368.363199999996
2013-11-01,-0.7914415905380258,-0.9362649071061953,58.52503706534488,44.0764360350279,4.840242646923996,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,11,2013,4,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,20456.948826666667
2013-10-01,0.3264009950319622,-0.7653685873054563,60.80756238885323,48.21143092609326,3.93883896887446,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,10,2013,1,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,20829.54863
2013-09-01,1.0858098334527024,-1.0947922244762864,63.52068500317609,39.19894905286002,3.860879019056636,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,9,2013,6,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,21814.26685666667
2013-08-01,1.3867447849414962,-1.125655161221886,60.70755893233577,42.80096645077648,4.724167462492409,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,8,2013,3,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,23865.48747333333
2013-07-01,1.559337687801288,-0.41948550469076307,60.073958828938096,43.68482750573597,4.172951551545578,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,7,2013,0,25147.41773,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25026.556696666667
2013-06-01,0.26603921000778114,-1.655177548252791,59.24067351341838,42.5238649978881,4.8564779669994325,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,6,2013,5,25635.01529,25147.41773,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,24254.570229999998
2013-05-01,0.03462554093044933,0.16873161450987342,59.27714277291548,42.718329383233616,4.329140867400684,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,5,2013,2,21981.27767,25635.01529,25147.41773,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22981.265566666665
2013-04-01,-0.6516477154214984,0.40808795690744487,56.02086642806404,42.82490735682581,4.612633451627089,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,4,2013,0,21327.50374,21981.27767,25635.01529,25147.41773,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20899.157766666667
2013-03-01,-0.49655230914691284,-0.40111741268753764,61.89654611545169,44.91977909874678,4.319978608254944,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,3,2013,4,19388.69189,21327.50374,21981.27767,25635.01529,25147.41773,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,20181.017453333334
2013-02-01,-0.7140047388975873,-0.7720628121695929,59.19356526588906,43.06721314227283,4.616104503409868,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,2,2013,4,19826.85673,19388.69189,21327.50374,21981.27767,25635.01529,25147.41773,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,19476.024583333336
2013-01-01,0.2823252441858474,0.10237105754037444,57.52397091716671,40.29953457486228,4.0547864185680105,2013,-1.5971582751380704,2013-01-01 00:00:00,-1.787983768809371,1,2013,1,19212.52513,19826.85673,19388.69189,21327.50374,21981.27767,25635.01529,25147.41773,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,20355.55657
