DATE,Energy_Consumption,TAVG,TMAX,TMIN,PRCP,Year_x,Real GDP (millions of chained 2017 dollars),Year_y,Total Employment (number of jobs)
2024-03-01,17658.39818,0.0,0.0,0.0,0.0,2024,0.0,0,0.0
2024-02-01,17716.48917,0.0,0.0,0.0,0.0,2024,0.0,0,0.0
2024-01-01,20044.01987,0.0,0.0,0.0,0.0,2024,0.0,0,0.0
2023-12-01,18560.06591,60.97849838258363,67.55756701291865,46.264792879056905,1.343659054117385,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-11-01,18378.73369,58.36016785110937,71.25335851471966,49.94039680393763,1.222387702861722,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-10-01,20282.41442,60.71492367248222,72.23050303454801,52.90280057109538,0.9499439426643688,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-09-01,22347.58343,61.24458951402487,69.27437583411631,48.1943690321228,0.8770213936093605,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-08-01,25018.2423,63.598527456958685,68.82119810755944,46.88684083923335,0.8782322450189131,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-07-01,22940.58818,59.029692896556725,69.69513368600515,51.230103740015,0.0388379821269772,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-06-01,19223.82354,59.600730919344656,70.29358224313002,48.48934181491221,0.0424024626761222,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-05-01,18182.38622,58.51086428053727,71.28978557885506,46.573945540777366,0.9780636875310632,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-04-01,16154.09389,62.552771793374056,71.7608366663206,49.89640955158931,-0.2911539122473258,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-03-01,19403.18705,60.49647634841211,67.88675675729506,53.4846517141841,1.1932301202769309,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-02-01,17343.20593,57.70119841883161,66.48785070802766,49.02092229293324,0.7174462382294358,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2023-01-01,20405.59028,60.65285106231126,69.97904658789543,50.21519122485757,-0.4930171413254184,2023,3233151.0,2023-01-01 00:00:00,26300321.0
2022-12-01,19176.14139,59.14441334313305,64.87406333200164,46.03034579740427,3.13310266394159,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-11-01,18003.13589,58.52815874069216,67.86152521396475,45.66602420673685,1.693166192740095,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-10-01,21570.34154,56.98997981381833,69.3412645815498,50.444740517575134,2.165779221514577,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-09-01,26005.26868,59.194503935547495,69.14711098373748,42.85061894985654,1.732023852274464,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-08-01,27435.43426,58.90491279159279,67.17316311784784,47.60191140982717,2.270598280560057,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-07-01,24188.1955,56.76399325809724,69.1750333453178,45.60708146767248,2.015357005217424,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-06-01,21564.76439,61.12012990619807,67.37803003598023,45.65259547283917,2.684126455421632,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-05-01,18943.67664,55.57754862989059,67.69557221845801,46.92999578858961,2.7153579313289646,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-04-01,18170.50477,59.112089316550765,66.38985270550671,47.839952563275496,1.8649840246404412,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-03-01,19752.80989,61.03511792085314,67.5646599615365,44.49658005222914,2.818711491682462,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-02-01,16636.41958,60.26102958286885,67.36687430489232,48.18904788922876,2.191089606361712,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2022-01-01,20422.44347,61.14588405296077,68.77317353647261,44.75291250791007,2.2756206588073,2022,3167460.8,2022-01-01 00:00:00,25300974.0
2021-12-01,20077.35605,55.80509037711848,70.36288649419316,46.173690049388405,0.8581937298050668,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-11-01,18754.52085,56.4727620384805,67.19880978295456,45.686585588974765,2.5403351588935883,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-10-01,20641.27103,61.18724237129858,69.79072279931383,47.16407300693425,2.0099376563608544,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-09-01,23607.68684,54.95375318977168,64.21879758974012,48.06048852675162,1.7704754499186477,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-08-01,26005.66433,59.23879341631602,64.03227803937094,45.538806288908354,1.535278003717076,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-07-01,26068.01914,54.75903000302853,67.67140418402678,46.94780370158438,1.7368345392504465,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-06-01,22391.08085,54.6044818777151,69.52018156107164,43.36363563108678,2.361581866004281,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-05-01,18604.99369,61.06630139411251,62.42297774789075,45.32539285875937,1.7533159619424208,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-04-01,15304.45053,58.1039787268894,64.19924320870567,47.28239523551606,2.396290070117994,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-03-01,21151.14217,57.55382418540724,67.145277033457,46.706266715692216,2.4075187451780105,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-02-01,16063.97068,60.87174098781167,65.43565021117442,45.30707198214317,2.457682535354976,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2021-01-01,18579.70886,57.32100004144164,71.31319736541224,45.32502600799357,2.296620176080544,2021,3146185.3,2021-01-01 00:00:00,23934549.0
2020-12-01,21726.34372,58.71314633638389,65.64434985154618,47.64342563061446,1.9945462730591648,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-11-01,16723.70403,58.0127327943488,70.14618261596237,46.05093173309682,2.563618835001196,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-10-01,23587.97568,59.25327807296743,67.80229406429231,46.58223046468526,1.835805182851736,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-09-01,23975.36364,57.71654995615372,66.08013951786083,46.796708935657385,2.8415130007120264,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-08-01,24001.90557,59.74489014076485,69.01765909804621,48.15382520038094,2.418938538317126,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-07-01,26098.31993,56.49364610605364,71.7203070484378,47.55546198990673,1.7671857586646516,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-06-01,21459.87126,57.10890345386228,61.29463891788168,46.70491186241477,4.3692199944086365,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-05-01,18956.69382,52.858494756978914,63.23411321099005,51.539339191904574,4.129264256426573,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-04-01,16963.48016,54.6401503283753,62.81656142455434,44.5157857213214,4.40374765044377,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-03-01,19334.99603,57.3575591423193,65.65071085876538,47.90639963122453,4.111887683343138,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-02-01,16783.77126,58.791778352061165,61.80120907323496,47.050979219277934,4.483369054605694,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2020-01-01,20562.24693,57.9765043875912,64.30071685844426,46.36596798676973,4.334759088872856,2020,2925146.9,2020-01-01 00:00:00,23154091.0
2019-12-01,21427.79741,51.92751262744555,60.97167062513491,47.927488275358606,4.170563927833918,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-11-01,17072.51452,55.93132487946092,61.50234822266047,48.17313901080056,4.255682461408821,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-10-01,22118.00421,56.801652973908375,63.99601608948368,45.76315758764308,4.690147882296455,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-09-01,22952.42836,52.669700318433286,64.2019105966192,47.06397055449244,4.704299981301277,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-08-01,26016.96997,55.11233068445949,67.65895044561815,44.71298008225757,5.25464558327853,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-07-01,24800.78171,54.376894935745256,69.39283412551971,44.30824557179714,4.459074249588356,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-06-01,19458.26464,53.84230067047117,65.63532169346958,42.00603086402483,4.707212325345074,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-05-01,20217.63469,53.25840570163624,65.32774553045705,43.40854682464592,3.95751495671079,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-04-01,17833.06189,53.63037981811937,66.1839351639958,45.36387962088473,3.403175370955793,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-03-01,19565.46263,55.8046832823551,62.91369503762248,47.46559022930433,3.6508486052484175,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-02-01,17808.23003,52.530348359292695,63.52328766766649,47.68921889606282,4.177681433359113,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2019-01-01,21107.55995,57.2788013690866,61.753182833552245,45.897352989523625,4.358195380642623,2019,2962792.1,2019-01-01 00:00:00,24225068.0
2018-12-01,19670.89409,55.25796582151482,67.26111363115993,44.276271887761794,4.054636264807419,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-11-01,18310.46184,56.45818112435507,64.24732183184273,42.49094847847261,5.367232659550407,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-10-01,22414.81919,55.10389079159228,61.79912028679984,46.152178547225965,4.467046890857664,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-09-01,20312.25885,53.18540327123352,66.16679368491214,48.266859701568734,4.250531944775431,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-08-01,29874.59826,55.92556451105155,62.96827014535299,44.310109228540455,5.182988963052341,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-07-01,25342.87046,51.73960330606791,59.5095450184426,46.10474613831892,5.576927079642446,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-06-01,21098.82609,54.19643812758348,59.744791914597705,46.6623144169258,4.291798094212266,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-05-01,19877.98039,55.35485228450751,63.83274909548698,43.349539377473086,4.211300002673937,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-04-01,18388.98709,51.54743479533665,62.85480288067502,48.87306860532304,4.051863171385497,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-03-01,21509.26676,53.37370743591109,61.6738446636886,45.89943753629437,3.637646382952931,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-02-01,17968.25944,54.28089367691892,62.43620061390525,47.85879597697577,3.1261262807097703,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2018-01-01,20455.0495,53.6550791044481,62.70077195606832,44.771659597605,5.770978848185351,2018,2850970.3,2018-01-01 00:00:00,24077466.0
2017-12-01,19884.4839,54.27451766802572,62.49227807649167,42.802636956179015,4.38492804074628,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-11-01,19418.38153,52.23135581263807,64.73941545049775,43.379825808403965,3.745141567572319,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-10-01,21240.28375,54.10494379547957,59.46358658962113,40.32210711012298,4.042451921896686,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-09-01,24201.25166,53.63303444476634,63.10690386518926,44.1268030743532,4.3217560194332005,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-08-01,26750.18665,54.35666374106084,59.66162898421271,43.57043006150467,3.817082703585637,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-07-01,25465.17454,53.44363554332269,60.95300083501108,42.48331876772751,4.459196274136033,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-06-01,23250.03827,51.138735631755175,62.39351391574417,46.25009281155905,3.869631731762469,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-05-01,20051.04226,52.478389724862254,63.29087392786058,43.95039021875712,3.46482772344185,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-04-01,18532.71506,54.27380499571852,62.308257099898,41.563824305102045,3.901578826651428,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-03-01,19674.73727,51.70906687761265,62.306116884685146,42.06828526085917,4.015769580155234,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-02-01,18102.53193,53.07451943957207,62.49333710813259,43.719521401968,4.166731257261308,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2017-01-01,20697.11019,50.2722043048841,64.10260203659405,40.12197541271124,4.843655288868964,2017,2740550.3,2017-01-01 00:00:00,23548874.0
2016-12-01,20756.71284,55.05498071166382,59.62229167030643,46.30856274426024,4.254193544854705,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-11-01,19741.32936,50.99440927990015,62.04775254729093,45.17064333301471,3.921759528337696,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-10-01,21407.81419,52.62385139677762,65.2984598493707,43.95751585881244,4.188492905556169,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-09-01,24190.1914,52.48069563649669,60.60455136454987,42.26270113371287,4.503869212292649,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-08-01,27016.02584,57.40155079046358,62.78787446875907,44.21851179093906,4.624870715579411,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-07-01,23899.79588,50.087459618749975,62.646305426347,43.31543780999897,4.402617958199295,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-06-01,22358.25372,50.65996412564205,62.75034922339257,45.77230311888493,5.112278818071614,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-05-01,19390.174,51.402894069865816,60.51758890305504,39.6055965897066,4.113228185131487,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-04-01,19147.80093,52.89539449884933,63.97233095849004,45.405538999426,3.5912263825482955,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-03-01,20224.89424,52.725346365184095,61.34520750252246,45.868624058267685,5.562811018231687,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-02-01,18596.84251,55.90475969756882,62.321915761007,47.11089082207787,4.416508984883566,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2016-01-01,20116.80006,55.96058136145544,61.84051527047497,43.5472907983725,4.420001325800277,2016,2623711.7,2016-01-01 00:00:00,23177961.0
2015-12-01,21549.47309,53.81269793820796,62.21497920583966,46.063694579701,3.38726299329271,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-11-01,19884.18538,52.804175701347695,61.75317567429936,43.9846752063232,4.60185900241546,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-10-01,24329.32375,49.53840706355214,59.03534533583345,45.22148907180772,3.8008252363547808,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-09-01,25544.6546,51.72442850473978,64.51340784784468,42.34539578917271,3.942769621346248,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-08-01,24552.18144,54.25632503920435,63.55477705513002,41.973408328348725,4.536495032644876,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-07-01,25191.35795,51.80989485139384,62.08682917028127,43.85595567838071,4.92877588201462,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-06-01,22091.3992,54.43871753980057,61.11431606126654,42.17747694187825,4.284689168395429,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-05-01,19441.5892,54.56555842871691,60.38809227598985,44.39875904913557,4.360893366833243,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-04-01,20019.54761,51.125632299948336,56.33358638597037,43.275343620046215,3.150382712464766,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-03-01,19904.83465,51.591517034602894,59.89000532494967,42.3319886397029,4.159743628484578,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-02-01,18225.2253,48.59126865080247,60.96856902076707,43.646093069463575,3.745888739491503,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2015-01-01,20436.66481,56.03950924797522,58.400767026975934,43.0655620406526,4.375868157441852,2015,2545979.5,2015-01-01 00:00:00,22687175.0
2014-12-01,21317.88684,50.01566995918712,61.28888329660244,44.03421545931325,4.81874437350507,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-11-01,18667.42027,53.22887239771901,60.22221236312592,44.92123343699397,3.921098556044084,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-10-01,24204.13895,52.80723719088072,61.38129695627619,45.82992947495776,4.1618305908633575,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-09-01,25534.89975,46.39402036833184,62.34973654295744,41.85145174430429,4.71084695034031,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-08-01,25279.32014,49.79180852139655,58.525249866901554,41.7306000055429,3.8458423862872673,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-07-01,25635.58041,52.1261354033018,59.49799496538925,43.10085113975913,4.022946662852493,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-06-01,22629.65735,51.0896834724684,55.23692472255647,42.64171315974403,4.216569106919781,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-05-01,20712.60859,54.488158146315214,61.322179353309046,48.48466920219903,3.537990946001594,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-04-01,19847.00878,52.16734865474854,61.85462976273534,44.20871136738018,5.732302492647531,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-03-01,18994.25775,52.38772646549085,62.84292610261945,43.76560533790573,3.5748597997694973,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-02-01,18727.999,51.74335003298566,60.57237419068339,44.24871286726,4.189087829665417,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2014-01-01,21034.00821,53.02207545029399,57.982663203804144,44.026609457083374,4.638380423274067,2014,2428675.7,2014-01-01 00:00:00,21996861.0
2013-12-01,21343.08239,54.40854701392595,62.215899885891865,44.126482953530925,3.732945366397906,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-11-01,18993.75588,51.78808714232176,58.52503706534488,44.0764360350279,4.840242646923996,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-10-01,22151.80762,52.32119700387675,60.80756238885323,48.21143092609326,3.93883896887446,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-09-01,24297.23707,51.29356229641289,63.52068500317609,39.19894905286002,3.860879019056636,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-08-01,25147.41773,51.19728558340461,60.70755893233577,42.80096645077648,4.724167462492409,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-07-01,25635.01529,53.40017683505118,60.073958828938096,43.68482750573597,4.172951551545578,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-06-01,21981.27767,49.54544424024718,59.24067351341838,42.5238649978881,4.8564779669994325,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-05-01,21327.50374,55.23511598029994,59.27714277291548,42.718329383233616,4.329140867400684,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-04-01,19388.69189,55.98178639840292,56.02086642806404,42.82490735682581,4.612633451627089,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-03-01,19826.85673,53.45747596821148,61.89654611545169,44.91977909874678,4.319978608254944,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-02-01,19212.52513,52.300314416734444,59.19356526588906,43.06721314227283,4.616104503409868,2013,2340335.3,2013-01-01 00:00:00,21318697.0
2013-01-01,22027.28785,55.028104691935326,57.52397091716671,40.29953457486228,4.0547864185680105,2013,2340335.3,2013-01-01 00:00:00,21318697.0
